awardid,action_date,federal_action_obligation,deobligated_amount_usd,label,action_type_code,action_type_description,correction_delete_indicator_code,correction_delete_indicator_description,recipient_name,recipient_city_name,recipient_state_code,primary_place_of_performance_city_name,trump_era_flag
ASST_NON_DEAR0001066_089,2025-06-17,-161628.79,161628.79,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEAR0001130_089,2025-07-30,-45648.31,45648.31,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEAR0001154_089,2024-07-26,-218.42,218.42,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEAR0001202_089,2024-08-05,-10729.91,10729.91,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"JULIA COMPUTING, INC.",NEWTON CENTER,MA,NEWTON CENTER,0
ASST_NON_DEAR0001218_089,2025-04-25,-66.96,66.96,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEAR0001220_089,2025-01-06,-62681.74,62681.74,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEAR0001222_089,2024-06-03,-799.76,799.76,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"JULIA COMPUTING, INC.",NEWTON CENTER,MA,NEWTON CENTER,0
ASST_NON_DEAR0001259_089,2025-06-23,-86051.42,86051.42,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH FUSION SYSTEMS LLC,DEVENS,MA,CAMBRIDGE,1
ASST_NON_DEAR0001264_089,2024-07-12,-1588796.52,1588796.52,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,SABR ENTERPRISES LLC,NORTH ANDOVER,MA,NORTH ANDOVER,0
ASST_NON_DEAR0001278_089,2025-07-14,-40.42,40.42,RESCISSION,C,REVISION,,,CASTALUNE LLC,READING,MA,READING,1
ASST_NON_DEAR0001311_089,2024-07-03,-155.29,155.29,RESCISSION,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEAR0001314_089,2021-03-05,-1174.0,1174.0,RESCISSION,C,REVISION,,,ENVERGEX LLC,STURBRIDGE,MA,STURBRIDGE,0
ASST_NON_DEAR0001500_089,2025-05-22,-0.01,0.01,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,PHOENIX TAILINGS INC,WOBURN,MA,WOBURN HIGHLANDS,1
ASST_NON_DEAR0001509_089,2023-11-17,-2498684.74,2498684.74,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_DEAR0001659_089,2025-08-01,-2.05,2.05,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,OSMOSES INC.,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEAR0001877_089,2025-08-18,-363953.78,363953.78,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,EDEN GEOPOWER INC,SOMERVILLE,MA,SOMERVILLE,1
ASST_NON_DEEE0006959_089,2022-05-03,-1.46,1.46,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,ADVENT TECHNOLOGIES INC,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0007032_089,2021-11-17,-21730.12,21730.12,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,HADLEY,MA,AMHERST,0
ASST_NON_DEEE0007119_089,2021-07-09,-28457.7,28457.7,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0007273_089,2024-07-15,-172031.46,172031.46,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,IVYS INC.,WALTHAM,MA,WALTHAM,0
ASST_NON_DEEE0007428_089,2022-12-22,-146.58,146.58,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS DEPARTMENT OF ENERGY RESOURCES,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0007476_089,2021-04-20,-0.16,0.16,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS DEPARTMENT OF ENERGY RESOURCES,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0007535_089,2022-06-27,-860.35,860.35,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEEE0007570_089,2020-12-10,-82368.45,82368.45,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,BUILDING SCIENCE CORP,WESTFORD,MA,WESTFORD,0
ASST_NON_DEEE0007810_089,2022-08-23,-27926.67,27926.67,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEEE0007926_089,2023-02-24,-319777.31,319777.31,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0007926_089,2023-04-25,-244771.33,244771.33,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0007926_089,2024-08-23,-4446371.63,4446371.63,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0007982_089,2022-12-01,-351.34,351.34,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEEE0008005_089,2022-11-03,-23401.59,23401.59,RESCISSION,C,REVISION,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0008075_089,2023-03-08,-32.0,32.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,GINER INC,AUBURNDALE,MA,AUBURNDALE,0
ASST_NON_DEEE0008082_089,2023-05-16,-1409.51,1409.51,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,NORTHEASTERN UNIVERSITY,,MA,,0
ASST_NON_DEEE0008129_089,2021-05-11,-475382.25,475382.25,RESCISSION,C,REVISION,,,ENERGYSAGE,BOSTON,MA,BOSTON,0
ASST_NON_DEEE0008132_089,2024-02-05,-117.68,117.68,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,LEADING EDGE EQUIPMENT TE,WILMINGTON,MA,GLOUCESTER,0
ASST_NON_DEEE0008152_089,2022-11-18,-16377.69,16377.69,RESCISSION,C,REVISION,,,BRIGHTSPOT AUTOMATION LLC,WESTFORD,MA,WESTFORD,0
ASST_NON_DEEE0008182_089,2024-03-25,-0.83,0.83,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,BUILDING ENVELOPE MATERIALS LLC,LEXINGTON,MA,AMESBURY,0
ASST_NON_DEEE0008309_089,2025-06-18,-274967.89,274967.89,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,BOSTON ELECTROMETALLURGICAL CORP,WOBURN,MA,WOBURN HIGHLANDS,1
ASST_NON_DEEE0008310_089,2025-04-17,-49820.26,49820.26,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,1
ASST_NON_DEEE0008316_089,2023-11-29,-2284.68,2284.68,RESCISSION,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEEE0008340_089,2023-03-28,-8590.04,8590.04,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,HADLEY,MA,HADLEY,0
ASST_NON_DEEE0008388_089,2021-03-17,-492481.0,492481.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,ENORASY LLC,BEDFORD,MA,BEDFORD,0
ASST_NON_DEEE0008424_089,2022-06-24,-530903.76,530903.76,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"GINER ELX, INC.",AUBURNDALE,MA,AUBURNDALE,0
ASST_NON_DEEE0008441_089,2025-08-15,-90042.77,90042.77,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,CABOT CORP,BOSTON,MA,BILLERICA,1
ASST_NON_DEEE0008479_089,2024-08-23,-71425.15,71425.15,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,0
ASST_NON_DEEE0008513_089,2025-05-16,-6609.68,6609.68,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,WORCESTER COUNTY,1
ASST_NON_DEEE0008558_089,2022-04-18,-1.0,1.0,RESCISSION,B,CONTINUATION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEEE0008652_089,2024-05-01,-467.93,467.93,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS DEPARTMENT OF ENERGY RESOURCES,BOSTON,MA,,0
ASST_NON_DEEE0008757_089,2021-03-29,-207916.0,207916.0,RESCISSION,C,REVISION,,,ENERGY ALLIES,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEEE0008757_089,2025-02-06,-427727.93,427727.93,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,ENERGY ALLIES,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEEE0008778_089,2024-03-06,-0.01,0.01,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"LITTORAL POWER SYSTEMS, INC.",NEW BEDFORD,MA,FALL RIVER,0
ASST_NON_DEEE0008788_089,2022-09-22,-7197.68,7197.68,RESCISSION,C,REVISION,,,AMERICAN SUPERCONDUCTOR CORP,AYER,MA,AYER,0
ASST_NON_DEEE0008788_089,2023-06-12,-25059.14,25059.14,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,AMERICAN SUPERCONDUCTOR CORP,AYER,MA,AYER,0
ASST_NON_DEEE0008830_089,2025-07-01,-987.37,987.37,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEEE0008901_089,2023-07-14,-632514.68,632514.68,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,GINER INC,AUBURNDALE,MA,NEWTON,0
ASST_NON_DEEE0008930_089,2025-07-30,-1771.02,1771.02,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,1
ASST_NON_DEEE0008968_089,2025-09-29,-79959.82,79959.82,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,1
ASST_NON_DEEE0008971_089,2021-04-28,-11475.0,11475.0,RESCISSION,C,REVISION,,,LEADING EDGE EQUIPMENT TE,WILMINGTON,MA,GLOUCESTER,0
ASST_NON_DEEE0008971_089,2024-07-17,-47948.31,47948.31,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,LEADING EDGE EQUIPMENT TE,WILMINGTON,MA,GLOUCESTER,0
ASST_NON_DEEE0008988_089,2024-02-01,-438.8,438.8,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,WORCESTER,0
ASST_NON_DEEE0009328_089,2024-01-08,-1463801.64,1463801.64,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"SOLECTRIA RENEWABLES, LLC",LAWRENCE,MA,LAWRENCE,0
ASST_NON_DEEE0009366_089,2025-02-06,-756.48,756.48,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEEE0009660_089,2022-05-16,-4333333.0,4333333.0,CANCELLATION,C,REVISION,,,OPTIMUS RIDE INC.,BOSTON,MA,CLEMSON,0
ASST_NON_DEEE0009723_089,2025-05-14,-80.25,80.25,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,HADLEY,MA,HADLEY,1
ASST_NON_DEEE0010188_089,2025-09-17,-2689613.0,2689613.0,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"LITTORAL POWER SYSTEMS, INC.",NEW BEDFORD,MA,NEW BEDFORD,1
ASST_NON_DEEE0010308_089,2025-06-09,-1495000.0,1495000.0,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"YARMOUTH, TOWN OF",SOUTH YARMOUTH,MA,SOUTH YARMOUTH,1
ASST_NON_DEEE0010778_089,2025-07-25,-351057.0,351057.0,ADMIN_OR_PREPAY_ADJ,C,REVISION,,,CITY OF MEDFORD,MEDFORD,MA,MEDFORD,1
ASST_NON_DEEE0011015_089,2025-03-17,-3000000.0,3000000.0,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,1
ASST_NON_DEFE0026095_089,2021-07-27,-163190.37,163190.37,CANCELLATION,C,REVISION,,,"ATREX ENERGY, INC.",WALPOLE,MA,WALPOLE,0
ASST_NON_DEFE0026096_089,2023-05-08,-836.86,836.86,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_DEFE0026489_089,2021-04-22,-9275.19,9275.19,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEFE0027167_089,2024-07-30,-8962.0,8962.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,PHYSICAL SCIENCES INC.,ANDOVER,MA,ANDOVER,0
ASST_NON_DEFE0028063_089,2021-04-29,-1053.24,1053.24,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"ATREX ENERGY, INC.",WALPOLE,MA,WALPOLE,0
ASST_NON_DEFE0030983_089,2021-06-28,-0.01,0.01,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"SAINT-GOBAIN CERAMICS & PLASTICS, INC.",NORTHBOROUGH,MA,NORTHBOROUGH,0
ASST_NON_DEFE0031206_089,2023-07-05,-43.26,43.26,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_DEFE0031652_089,2024-12-31,-5.06,5.06,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,WORCESTER,0
ASST_NON_DEFE0031668_089,2025-02-12,-964.86,964.86,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEFE0031828_089,2025-04-25,-0.01,0.01,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,INFINITE COOLING INC,MALDEN,MA,SOMERVILLE,1
ASST_NON_DEFE0031851_089,2024-05-23,-1.63,1.63,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"ZWITTERCO, INC",CAMBRIDGE,MA,SOMERVILLE,0
ASST_NON_DEFE0032004_089,2022-11-30,-2443.0,2443.0,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MALTA INC.,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEFE0032082_089,2024-06-11,-152780.88,152780.88,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEFE0032102_089,2025-08-11,-2301.75,2301.75,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DEFG0200ER45852_089,2022-09-29,-107.83,107.83,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,ACTON,0
ASST_NON_DEFG0203ER15421_089,2025-03-07,-0.74,0.74,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,HADLEY,MA,HADLEY,1
ASST_NON_DEFG0205ER15730_089,2022-06-06,-40.96,40.96,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,MEDFORD,0
ASST_NON_DEFG0207ER46352_089,2022-04-27,-511474.0,511474.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_DEFG0207ER46422_089,2021-04-22,-4572.2,4572.2,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DEGD0001013_089,2025-09-10,-27500000.0,27500000.0,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"ELEVATE RENEWABLES F7, LLC",BOSTON,MA,BOSTON,1
ASST_NON_DEMS0000013_089,2025-02-27,-164395625.0,164395625.0,CANCELLATION,C,REVISION,,,"ASCEND ELEMENTS, INC.",WESTBOROUGH,MA,PEMBROKE,1
ASST_NON_DENA0002932_089,2022-07-11,-2301.92,2301.92,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,0
ASST_NON_DENA0002937_089,2021-08-19,-1.39,1.39,RESCISSION,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENA0003346_089,2021-06-11,-0.04,0.04,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENA0003539_089,2021-06-28,-252.07,252.07,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENA0003904_089,2024-08-01,-0.01,0.01,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0000102_089,2024-11-20,-27920.8,27920.8,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008416_089,2020-10-22,-2867.12,2867.12,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008693_089,2021-02-19,-4807.65,4807.65,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008711_089,2020-11-30,-6.04,6.04,RESCISSION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL JUNCTION,0
ASST_NON_DENE0008711_089,2022-03-03,-44778.43,44778.43,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL JUNCTION,0
ASST_NON_DENE0008728_089,2024-06-03,-4129.0,4129.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008751_089,2023-01-10,-501.16,501.16,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008752_089,2022-03-29,-22.23,22.23,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008872_089,2023-02-23,-3238.22,3238.22,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008873_089,2023-06-26,-26469.56,26469.56,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0008966_089,2023-01-10,-706.82,706.82,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0009009_089,2022-07-25,-2299.0,2299.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,0
ASST_NON_DENE0009014_089,2023-04-27,-4857.05,4857.05,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DENE0009282_089,2025-07-17,-3980.5,3980.5,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,1
ASST_NON_DEOE0000920_089,2025-09-05,-4337.71,4337.71,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_DESC0001819_089,2023-12-12,-2.05,2.05,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0002626_089,2022-05-18,-5810.39,5810.39,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0007667_089,2021-05-17,-332558.64,332558.64,CANCELLATION,C,REVISION,,,"COATING TECHNOLOGY SOLUTIONS, INC.",SOMERVILLE,MA,SOMERVILLE,0
ASST_NON_DESC0008744_089,2021-03-15,-68166.9,68166.9,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0009987_089,2022-03-01,-21.41,21.41,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_DESC0010795_089,2021-07-27,-587.49,587.49,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0011091_089,2021-06-25,-510000.0,510000.0,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0011095_089,2025-09-02,-176.14,176.14,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,HADLEY,MA,HADLEY,1
ASST_NON_DESC0011891_089,2021-03-17,-123630.53,123630.53,RESCISSION,C,REVISION,,,"RADIATION MONITORING DEVICES, INC.",WATERTOWN,MA,WATERTOWN,0
ASST_NON_DESC0011891_089,2025-03-27,-902.48,902.48,RESCISSION,C,REVISION,,,"RADIATION MONITORING DEVICES, INC.",WATERTOWN,MA,WATERTOWN,1
ASST_NON_DESC0012573_089,2024-12-12,-0.04,0.04,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0013718_089,2022-04-07,-0.11,0.11,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0013760_089,2022-08-10,-34643.91,34643.91,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"RADIATION MONITORING DEVICES, INC.",WATERTOWN,MA,WATERTOWN,0
ASST_NON_DESC0013777_089,2021-11-04,-75523.74,75523.74,RESCISSION,C,REVISION,,,"RADIATION MONITORING DEVICES, INC.",WATERTOWN,MA,WATERTOWN,0
ASST_NON_DESC0013999_089,2021-08-13,-15.72,15.72,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_DESC0014433_089,2021-10-29,-30.65,30.65,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE,MA,WOODS HOLE,0
